Feature	A	B	C	D	E	F	G	H	I	J	K	L	M	N	O	P	Q	R	S	T	U	V	W	X	Y	Z
31668_f_at	349.556	231.072	239.454	304.759	304.638	233.738	487.319	164.981	199.883	264.916	272.632	297.981	326.453	241.521	262.389	240.758	236.359	366.511	342.906	149.244	190.35	314.237	294.336	288.948	273.75	246.651
31669_s_at	252.402	198.967	215.675	189.418	180.115	193.153	190.619	181.252	145.558	224.387	131.979	185.162	137.1	190.222	80.9406	181.643	220.25	245.5	213.806	149.939	215.967	239.549	146.912	178.474	172.095	229.445
31670_s_at	148.234	469.976	206.716	159.408	366.813	503.509	146.871	397.135	381.822	218.727	386.255	353.931	256.042	796.422	322.827	705.632	444.252	77.9898	246.234	444.315	315.772	134.137	271.733	669.091	286.423	210.434
31671_at	158.495	269.123	129.04	179.094	162.324	170.926	193.463	215.004	330.34	161.252	313.417	197.236	131.438	507.855	125.727	323.292	197.603	164.441	249.977	197.612	185.466	186.247	219.698	180.865	146.15	179.067
31672_g_at	7.5498	68.4686	1.6552	21.2023	51.4895	47.5674	1.49736	56.6237	130.641	9.47757	87.9249	51.9685	29.7611	172.553	18.9264	112.908	22.1516	-4.43778	6.98249	65.3287	37.9453	3.33742	62.569	48.6863	26.1367	31.2431
31673_s_at	258.37	316.445	240.097	215.018	425.48	250.997	433.626	304.372	331.091	354.758	374.494	254.8	318.512	334.769	204.438	669.242	163.368	290.684	313.301	672.978	186.14	190.915	345.02	312.838	168.8	122.683
31674_s_at	4.04513	7.37585	10.8357	6.69187	11.9353	5.58086	8.95326	25.614	19.2022	11.3622	22.2172	21.2191	13.3918	14.3157	38.7136	21.5416	4.38515	3.41354	4.85294	20.2036	14.3975	8.25899	3.13008	7.52951	23.6742	4.80586
31675_s_at	2.94722	33.8574	9.03269	0.00887041	37.1344	23.2777	8.46145	65.028	61.6367	18.4517	53.833	23.4201	13.7316	50.7952	40.4771	77.7138	32.3105	-0.254222	-6.65	60.3929	23.4929	-1.16246	30.308	49.6373	45.756	33.7739
31676_at	11.3329	8.8682	15.9011	21.1965	11.3044	19.559	32.2166	8.81296	3.28127	28.7067	46.8675	19.4266	27.2708	8.26035	13.2167	9.21672	21.5567	34.5304	11.7382	2.13584	25.426	27.3675	6.17931	15.7523	32.3425	17.8987
31677_at	37.8421	21.018	26.9514	22.7721	15.0707	32.0773	30.7369	18.3069	21.4743	31.1141	49.705	15.4119	54.9233	20.5055	31.9875	28.6409	34.8164	48.6374	44.1473	16.3533	17.2156	39.4051	18.9706	26.4832	9.63194	42.1504
31678_at	29.3296	10.5003	10.7637	16.2251	2.81377	10.4892	82.9398	9.54185	21.9916	27.7379	-13.3931	6.83701	18.3137	19.4919	5.56237	8.29647	7.38586	14.6504	26.9037	25.6992	6.52523	25.0474	13.9386	19.6958	14.6851	26.7045
31679_at	153.122	67.5913	106.479	96.8354	87.062	84.8054	163.432	25.4821	58.4991	123.108	60.8839	57.5619	110.58	78.6369	82.045	52.3091	83.7836	4470.95	150.331	33.6586	68.4645	148.14	89.2086	88.0791	83.4002	113.626
31680_at	328.971	1110.82	301.017	365.602	890.038	591.492	487.778	1084.56	676.788	383.613	829.741	788.663	875.888	1046.35	542.137	1202	690.248	319.764	373.791	1906.36	390.197	212.304	748.361	1157.78	529.178	316.855
31681_at	287.74	295.222	362.135	347.427	275.697	310.91	308.937	225.453	206.801	297.234	263.664	192.798	253.193	367.375	304.213	299.665	289.526	203.609	225.069	228.049	373.666	266.504	358.791	369.865	346.757	322.177
31682_s_at	59.2783	83.4115	72.0019	-0.262678	82.7545	89.6526	30.117	44.6071	256.74	11.0615	171.084	92.6476	40.8993	15.7459	40.4456	181.463	55.7817	28.2099	-13.2615	17.1178	48.2707	11.992	109.327	2.1029	49.8069	-10.3397
31683_at	52.3302	11.1847	55.6966	59.5886	48.8611	62.3684	41.7749	38.2034	53.8124	90.0501	32.7409	58.0558	44.3985	42.2202	57.2924	49.5697	58.9882	53.0766	71.2087	48.7949	70.0616	54.1384	49.8742	56.2654	35.9698	44.6522
31684_at	70.1602	126.866	174.68	79.8423	134.64	388.848	39.3079	47.3505	250.424	89.7434	171.323	103.424	70.4717	392.361	116.115	118.863	376.087	55.7597	77.8136	146.708	151.743	35.5603	110.424	225.17	116.649	198.4
31685_at	285.172	373.091	332.694	278.584	442.328	401.377	288.488	405.11	275.746	345.844	253.907	402.939	352.11	626.004	283.383	366.126	409.305	257.995	316.181	209.255	201.533	284.945	319.118	370.433	322.733	292.841
31686_at	110.687	71.2689	388.184	145.429	92.7822	87.3499	121.753	80.4995	49.6752	129.75	105.42	78.4368	80.2816	94.4381	88.494	99.5636	135.194	149.451	121.96	89.5143	140.316	148.733	98.7191	102.009	101.629	147.858
31687_f_at	442.733	713.406	337.534	323.227	297.06	492.338	478.74	317.942	682.774	365.013	553.365	482.728	311.052	293.149	402.55	271.68	479.253	354.238	535.475	329.467	349.969	329.237	310.937	376.608	397.616	409.597
31688_at	55.6486	58.4652	18.5135	54.4142	-4.19166	28.0653	36.5597	19.5663	5.10634	29.9642	12.8651	12.8727	-21.727	13.0971	16.2518	22.9561	-7.37725	69.3679	4.9466	-84.1617	-33.2442	36.8865	29.6553	26.6551	19.1037	39.3989
31689_at	37.2868	22.5675	12.4759	10.4668	23.5474	9.77436	17.859	18.4398	24.2536	33.6507	27.5378	20.3747	20.0393	18.8269	16.7579	21.5974	0.122464	29.4672	23.6025	9.28273	15.2186	18.7155	22.2504	15.7319	13.7456	15.6542
31690_at	81.0269	232.293	118.672	76.9657	210.476	165.732	50.2198	160.898	265.575	64.2794	522.891	304.571	70.7562	187.413	245.128	330.821	93.6764	93.0593	102.613	73.3277	98.48	77.6382	123.248	40.9501	104.526	113.361
31691_g_at	239.965	236.371	261.799	284.822	284.862	180.625	371.859	180.688	259.757	272.773	439.887	280.536	179.195	229.444	287.116	275.754	187.529	319.169	253.591	150.263	276.547	324.99	201.381	158.392	79.0888	211.954
31692_at	582.627	469.914	207.092	68.987	326.488	486.538	670.302	313.737	114.583	265.781	489.785	868.772	217.285	475.299	367.802	551.549	100.787	169.189	38.0866	402.813	25.9707	42.4623	272.266	127.145	246.038	261.276
31693_f_at	858.9	762.529	600.212	825.444	643.018	543.039	2002.02	1445.36	789.964	752.182	806.483	681.686	569.148	808.413	1390.38	755.334	663.026	983.872	1595.16	724.912	517.012	979.981	1368.36	1200.37	1287.93	738.004
31694_at	230.119	103.91	192.576	189.224	149.103	110.879	224.547	99.1103	113.886	223.423	135.509	154.107	198.792	110.807	175.099	142.136	156.812	237.993	184.578	93.5619	214.317	210.802	143.957	146.255	177.426	184.868
31695_g_at	58.5767	60.7067	47.1807	40.9088	57.9264	53.3282	64.1557	48.6681	-120.217	50.9474	57.6252	56.8466	62.9297	57.2558	55.0086	45.7811	46.7963	57.6727	67.1935	26.9338	33.5505	68.029	51.4594	36.6009	57.425	61.379
31696_at	13.7181	5.59537	4.08804	1.28765	-4.35968	-2.68911	0.410534	12.3674	-17.5734	-4.21796	4.23123	4.34006	-7.06251	1.20242	-3.22419	-6.41456	-3.89443	-2.76582	-1.492	-3.23502	-2.96451	-0.70452	4.59039	-2.10472	-3.21138	6.79516
31697_s_at	1739.95	3355.81	2498.19	2874.21	2422.79	2656.67	1522.33	2653.13	3283.41	1864.68	3305.96	3009.56	2414.78	3338.31	2509.98	3184.69	4278.74	1531.69	2918.08	4343.81	2726.88	929.993	2751.79	4898.71	2319.23	2955.87
31698_at	72.151	84.9986	63.1878	69.2813	90.8871	48.7383	91.8752	83.7136	77.2334	43.8291	62.7559	78.9415	116.931	58.0464	49.9448	-7.71132	53.7028	33.0223	45.1199	84.6119	90.5135	122.7	72.3933	45.5338	113.941	62.8045
31699_at	286.243	230.098	312.842	288.84	214.643	212.146	293.092	229.497	190.75	270.01	223.958	224.968	194.218	235.895	240.87	269.67	236.132	262.881	272.804	176.598	245.165	286.294	219.441	188.234	204.927	297.49
31700_at	265.477	272.078	326.4	286.696	214.658	226.983	308.702	249.714	246.745	318.279	300.78	260.592	159.881	268.525	250.352	334.009	274.988	253.669	333.432	273.432	318.465	204.529	271.931	170.369	223.964	304.946
31701_r_at	652.056	563.61	455.249	481.875	673.626	507.041	576.066	488.489	438.071	587.201	586.625	495.764	385.724	585.18	577.222	579.92	476.378	772.192	845.986	468.032	467.27	657.229	494.064	404.419	441.536	746.325
31702_at	5.14324	24.53	1.25862	-0.170312	-14.3901	-4.7378	6.09243	54.2498	17.5467	-5.85108	60.3832	27.1459	23.8568	0.460327	17.2906	-11.1694	-19.3199	-2.05733	4.28768	20.1705	13.3121	4.27519	10.4994	9.80528	85.3879	7.84412
31703_at	27.5791	13.1461	24.361	22.9568	23.2702	-7.00055	32.27	23.6874	-6.3988	23.5828	16.7481	25.2768	14.4838	25.8225	10.8333	37.5901	32.5085	30.0128	32.6207	20.3546	23.4317	29.4157	15.2219	11.8492	13.6376	43.0373
31704_at	238.494	221.654	278.501	311.733	253.467	303.127	284.832	174.373	190.05	287.82	203.739	271.342	245.611	365.538	290.135	224.289	185.91	262.16	233.91	250.216	308.334	249.475	236.647	255.268	227.602	186.879
31705_at	310.136	274.996	324.997	331.046	314.393	344.683	318.128	258.626	250.068	330.953	329.75	280.424	197.367	328.021	354.61	312.906	297.545	321.552	363.863	300.855	305.01	231.63	314.185	323.192	57.5928	319.566
31706_at	35.5071	5.44171	10.9836	7.13579	14.1398	12.0315	-0.548151	72.8444	65.1947	-2.55689	29.9522	67.1491	99.2812	11.4567	3.13894	23.2579	21.7566	6.10686	21.951	31.8932	47.6936	10.1838	5.56465	-8.35253	130.555	1.83518
31707_at	23.6182	24.4863	10.5946	18.7409	21.0437	20.7854	16.6889	5.42297	22.333	16.6618	2.0116	11.4204	2.62564	22.2974	47.0525	14.2944	-28.1106	18.6129	11.784	-0.101973	5.27658	15.7454	11.6035	12.1275	5.87376	14.2545
31708_at	2080.61	2227.03	1666.93	2532.58	2730.59	2086.7	722.22	3475.67	2626.26	1450.23	2821.25	2824.45	1601.98	4049.75	2374.41	2260.91	3377.88	889.943	1891.02	2796.81	1097	1418.74	2087.89	3268.36	2155.53	3321.83
31709_at	376.363	392.032	553.31	528.613	458.75	136.541	571.163	259.205	342.48	567.114	456.575	379.401	300.787	363.501	394.607	453.288	361.914	504.265	329.09	353.51	378.496	554.93	422.794	445.377	290.081	545.889
31710_at	545.377	508.608	634.472	548.603	440.822	442.067	667.587	396.013	354.569	589.9	442.349	432.295	375.428	443.315	452.372	511.297	433.109	567.512	486.907	464.394	613.637	590.865	390.361	382.372	376.909	611.534
31711_at	66.1117	93.93	64.7392	31.1731	101.206	55.9435	45.1672	56.4187	97.9919	78.5015	88.1746	86.7501	117.816	88.0459	57.5241	63.2891	63.4572	93.0405	64.4783	110.78	52.5746	83.5738	66.1281	50.5897	92.0564	133.235
31712_at	82.6331	31.5536	62.0543	80.8461	71.8985	39.8863	90.5216	31.3486	39.7226	39.0382	33.6031	51.2107	70.1534	37.9932	42.6069	35.8314	54.1816	88.32	66.7354	19.739	39.5571	96.2179	66.8283	52.3964	59.0583	53.9387
31713_s_at	54.9434	31.0355	37.4184	33.7246	27.3093	38.2014	47.5207	48.0814	-4.73579	42.769	6.54673	13.8727	25.8099	28.3565	40.0522	36.5171	33.141	58.962	46.4086	21.7774	49.8384	65.2052	41.6442	32.0701	31.764	41.8259
31714_at	11.3511	3.83873	17.2002	10.1153	2.20914	6.7952	17.3392	13.669	71.337	29.0629	30.7566	12.0495	25.0521	22.1575	20.0476	21.961	18.6417	30.366	33.8196	-1.61634	-12.1801	28.1082	17.8877	5.56768	16.2211	6.69247
31715_at	259.183	230.849	260.407	268.561	193.891	184.694	314.547	168.408	140.925	276.211	197.82	162.998	242.021	191.576	202.874	165.049	195.832	271.145	233.154	189.76	195.255	274.239	207.359	212.712	215.908	225.888
31716_at	153.759	242.947	185.728	155.212	125.925	172.747	112.627	159.795	253.267	135.465	212.203	144.218	143.848	148.362	146.704	126.496	131.329	149.116	136.06	178.32	178.577	144.532	185.938	106.366	142.984	150.876
31717_at	16.8873	13.9151	16.1287	5.48352	20.2388	11.6976	11.9066	29.286	39.1377	3.88573	24.5808	29.2461	24.7516	10.7204	18.5251	17.4001	26.9925	27.7497	47.6797	10.1773	11.7318	18.8459	15.4422	9.38988	16.4043	19.3394
31718_at	30.2569	3.29854	21.148	16.9418	16.0322	-5.41524	15.2477	0.992278	-0.0626833	12.61	22.5957	10.0415	9.49541	9.84052	8.70428	-4.83672	15.6661	28.916	6.52799	29.4681	12.5255	15.9159	0.0721809	-15.6778	7.04334	17.7364
31719_at	1505.73	1556.68	1761.11	361.75	1773.4	1350.98	1232.75	1970.63	2094.61	912.208	2147.63	1747.69	1610.07	881.215	747.181	2869.42	2709.4	1564.67	340.142	2330.43	1648.03	568.05	2390.02	2116.01	1406.45	497.67
31720_s_at	1937.31	1911.55	1776.92	179.567	1622.36	1425.73	2182.13	2206.93	2349.06	663.228	2914.48	2279.5	1234.16	756.276	746.294	3314.75	1378.63	1988.77	141.886	1832.11	1427.1	826.803	2842.8	678.949	1583.27	345.194
31721_at	233.214	146.58	257.1	217.952	167.252	166.823	212.534	93.7185	100.454	288.022	175.206	194.048	100.479	123.841	210.542	216.978	237.151	229.076	266.149	163.47	243.458	177.082	188.211	264.591	131.581	157.833
31722_at	3250.14	4013.99	3288.88	4233.25	4208.54	3207.93	2586.28	4695.35	5027.34	3034.4	6133.12	4077.38	4545.04	3855.89	2534.57	4321.76	4236.67	4052.49	5408.5	4295.36	2091.88	2839.7	3583.67	3558.35	3462.2	3569.07
31723_at	-22.2448	-13.4229	-8.50769	-13.5292	-1.83895	-5.10412	-28.1626	-8.87077	-5.0921	189.179	-12.2493	10.459	-15.8535	-7.62355	-4.78982	-3.40488	-12.2979	-20.0849	-0.330254	1.24901	-6.21422	-25.3921	-13.5936	-10.315	7.78682	-15.6659
31724_at	269.912	211.98	338.949	212.173	194.467	250.141	273.352	220.34	197.648	286.524	264.909	267.847	132.319	227.628	265.571	302.999	277.669	304.424	249.207	169.036	272.611	214.296	213.801	182.813	172.987	259.549
31725_s_at	84.6064	72.7237	66.6674	60.0119	52.4202	35.7243	88.6858	81.2755	33.0178	62.3556	81.9187	63.0694	54.0656	44.8431	47.9046	55.3171	60.6225	94.6692	91.4136	51.2922	59.9022	88.9582	72.5324	51.2728	45.3099	77.8127
31726_at	233.003	186.692	336.641	338.307	155.889	188.316	235.716	132.113	154.763	379.114	120.393	173.069	168.764	134.087	255.362	215.658	364.282	234.158	217.254	162.709	424.443	262.805	184.59	221.997	220.598	390.22
31727_at	248.216	165.056	298.4	315.376	170.929	202.637	288.56	159.9	215.446	292.434	197.285	268.178	231.665	223.436	222.945	234.406	250.075	280.213	223.499	210.078	250.476	197.053	223.815	214.561	198.221	296.982
31728_at	150.127	214.073	195.258	177.603	146.268	156.022	147.061	87.984	74.4776	197.347	152.217	108.644	73.7824	95.7585	202.534	229.894	168.212	163.26	125.535	101.101	211.563	159.425	144.363	231.79	165.068	277.797
31729_at	4.59592	9.80107	0.368562	1.57145	-3.25423	-13.1372	-52.4786	-9.8868	-30.5011	-4.49651	-14.6336	-11.9445	-13.5897	9.15849	-1.89679	2.80647	-24.2041	-0.523823	-26.3701	-44.4698	-42.4763	-1.24586	-0.491996	-3.55962	-19.3646	-26.6793
31730_at	129.867	84.4112	116.449	166.478	92.3306	78.0865	182.97	88.2923	71.1762	120.196	90.9128	71.3147	134.05	75.5934	75.6935	51.6358	93.1122	95.161	124.581	60.07	97.4135	152.398	95.4303	98.0544	100.473	124.435
31731_at	19.7505	89.002	16.639	29.04	28.2821	51.5613	36.2152	38.6535	78.434	27.3089	37.7668	72.9171	52.493	34.1658	108.222	46.0148	16.1807	-5.09898	23.0902	31.3394	21.3433	20.8587	53.5745	21.0206	51.6015	23.6537
31732_at	24.819	26.9743	39.5593	46.9514	36.1026	33.0572	33.1716	7.80274	9.63535	59.2932	16.6599	42.753	13.629	19.5753	31.3858	30.7832	38.0609	35.5848	27.3877	30.0544	34.6708	32.8964	23.847	52.5622	20.089	59.3599
31733_at	63.576	11.6784	55.6773	42.201	52.9031	43.5617	58.5177	8.33834	38.429	68.8523	31.4279	46.8353	32.2955	35.3076	47.6782	36.3961	49.8754	51.4191	63.5235	26.2902	59.0011	87.765	43.1828	46.7389	28.9834	63.8332
31734_at	190.533	169.962	156.71	211.624	105.939	171.992	181.279	164.635	95.5045	178.683	138.896	106.018	71.1854	69.8382	134.868	104.452	118.717	218.051	91.5899	162.19	191.443	159.64	122.662	144.45	102.521	114.49
31735_at	26.7016	33.1578	31.7113	36.6217	26.8284	38.991	70.0673	37.4181	35.9276	37.8029	22.406	39.0425	58.7573	26.808	18.6868	28.7967	32.9751	43.3184	30.2485	23.6549	28.995	58.8501	50.3786	30.4269	35.5309	39.6802
31736_at	446.512	271.494	304.809	340.978	356.127	279.015	393.73	173.935	350.806	285.409	316.208	297.051	389.896	216.754	315.229	270.453	239.852	501.531	414.683	193.004	282.507	504.189	318.681	304.96	318.736	291.709
31737_at	22.4641	23.4589	39.417	25.7452	14.4032	27.166	35.3598	21.2248	41.0651	25.2501	22.2439	19.9168	17.564	1469.03	23.4902	10.2954	20.653	27.493	32.0805	15.0567	21.9004	31.6534	22.925	14.9017	22.7341	24.2746
31738_at	299.434	233.138	355.204	314.818	238.684	205.697	400.955	218.935	155.007	320.904	244.162	239.654	159.716	190.992	256.412	299.513	237.043	287.333	292.537	284.328	223.679	273.78	283.962	230.878	216.652	297.74
31739_at	253.692	183.306	291.385	270.719	212.025	225.357	267.019	213.479	147.564	258.658	216.155	175.866	143.938	182.317	183.381	298.381	310.96	262.567	337.14	304.22	247.843	202.284	180.556	247.59	137.959	287.749
